image_name,Class,Glaucoma_Negative,Glaucoma_Positive
001.jpg,Glaucoma_Negative,1.00000,0.00000
002.jpg,Glaucoma_Negative,1.00000,0.00000
003.jpg,Glaucoma_Negative,1.00000,0.00000
004.jpg,Glaucoma_Negative,1.00000,0.00000
005.jpg,Glaucoma_Negative,1.00000,0.00000
006.jpg,Glaucoma_Negative,1.00000,0.00000
007.jpg,Glaucoma_Negative,0.99952,0.00048
008.jpg,Glaucoma_Negative,1.00000,0.00000
009.jpg,Glaucoma_Negative,0.99996,0.00004
010.jpg,Glaucoma_Negative,1.00000,0.00000
011.jpg,Glaucoma_Negative,1.00000,0.00000
012.jpg,Glaucoma_Negative,1.00000,0.00000
013.jpg,Glaucoma_Negative,1.00000,0.00000
014.jpg,Glaucoma_Negative,1.00000,0.00000
015.jpg,Glaucoma_Negative,1.00000,0.00000
016.jpg,Glaucoma_Negative,0.99955,0.00045
017.jpg,Glaucoma_Negative,1.00000,0.00000
018.jpg,Glaucoma_Negative,0.99977,0.00023
019.jpg,Glaucoma_Negative,1.00000,0.00000
020.jpg,Glaucoma_Negative,1.00000,0.00000
021.jpg,Glaucoma_Negative,0.99544,0.00456
022.jpg,Glaucoma_Negative,1.00000,0.00000
023.jpg,Glaucoma_Negative,1.00000,0.00000
024.jpg,Glaucoma_Negative,1.00000,0.00000
025.jpg,Glaucoma_Negative,0.99998,0.00002
026.jpg,Glaucoma_Negative,1.00000,0.00000
027.jpg,Glaucoma_Negative,1.00000,0.00000
028.jpg,Glaucoma_Negative,1.00000,0.00000
029.jpg,Glaucoma_Negative,1.00000,0.00000
030.jpg,Glaucoma_Negative,1.00000,0.00000
031.jpg,Glaucoma_Negative,1.00000,0.00000
032.jpg,Glaucoma_Negative,1.00000,0.00000
033.jpg,Glaucoma_Negative,1.00000,0.00000
034.jpg,Glaucoma_Negative,1.00000,0.00000
035.jpg,Glaucoma_Negative,0.99987,0.00013
038.jpg,Glaucoma_Negative,0.99997,0.00003
039.jpg,Glaucoma_Negative,1.00000,0.00000
040.jpg,Glaucoma_Negative,1.00000,0.00000
042.jpg,Glaucoma_Negative,1.00000,0.00000
043.jpg,Glaucoma_Negative,1.00000,0.00000
044.jpg,Glaucoma_Negative,1.00000,0.00000
045.jpg,Glaucoma_Negative,1.00000,0.00000
046.jpg,Glaucoma_Negative,1.00000,0.00000
047.jpg,Glaucoma_Negative,0.99998,0.00002
048.jpg,Glaucoma_Negative,0.99998,0.00002
049.jpg,Glaucoma_Negative,1.00000,0.00000
051.jpg,Glaucoma_Negative,0.98891,0.01109
052.jpg,Glaucoma_Negative,0.91186,0.08814
053.jpg,Glaucoma_Negative,1.00000,0.00000
054.jpg,Glaucoma_Negative,1.00000,0.00000
055.jpg,Glaucoma_Negative,1.00000,0.00000
056.jpg,Glaucoma_Negative,1.00000,0.00000
057.jpg,Glaucoma_Negative,0.99999,0.00001
058.jpg,Glaucoma_Negative,0.99993,0.00007
059.jpg,Glaucoma_Negative,1.00000,0.00000
060.jpg,Glaucoma_Negative,1.00000,0.00000
061.jpg,Glaucoma_Negative,1.00000,0.00000
062.jpg,Glaucoma_Negative,1.00000,0.00000
063.jpg,Glaucoma_Negative,1.00000,0.00000
064.jpg,Glaucoma_Negative,1.00000,0.00000
065.jpg,Glaucoma_Negative,1.00000,0.00000
066.jpg,Glaucoma_Negative,0.99999,0.00001
067.jpg,Glaucoma_Negative,0.99999,0.00001
068.jpg,Glaucoma_Negative,1.00000,0.00000
070.jpg,Glaucoma_Negative,0.99990,0.00010
071.jpg,Glaucoma_Negative,1.00000,0.00000
073.jpg,Glaucoma_Negative,1.00000,0.00000
074.jpg,Glaucoma_Negative,1.00000,0.00000
075.jpg,Glaucoma_Negative,1.00000,0.00000
077.jpg,Glaucoma_Negative,0.99992,0.00008
078.jpg,Glaucoma_Negative,0.99998,0.00002
079.jpg,Glaucoma_Negative,1.00000,0.00000
080.jpg,Glaucoma_Negative,1.00000,0.00000
081.jpg,Glaucoma_Negative,0.99994,0.00006
082.jpg,Glaucoma_Negative,1.00000,0.00000
083.jpg,Glaucoma_Negative,1.00000,0.00000
084.jpg,Glaucoma_Negative,1.00000,0.00000
085.jpg,Glaucoma_Negative,1.00000,0.00000
088.jpg,Glaucoma_Negative,1.00000,0.00000
089.jpg,Glaucoma_Negative,1.00000,0.00000
090.jpg,Glaucoma_Negative,1.00000,0.00000
091.jpg,Glaucoma_Negative,1.00000,0.00000
092.jpg,Glaucoma_Negative,1.00000,0.00000
095.jpg,Glaucoma_Negative,0.99995,0.00005
096.jpg,Glaucoma_Negative,1.00000,0.00000
098.jpg,Glaucoma_Negative,1.00000,0.00000
099.jpg,Glaucoma_Negative,1.00000,0.00000
100.jpg,Glaucoma_Negative,1.00000,0.00000
101.jpg,Glaucoma_Negative,0.99990,0.00010
102.jpg,Glaucoma_Negative,0.99998,0.00002
103.jpg,Glaucoma_Negative,0.99957,0.00043
104.jpg,Glaucoma_Negative,1.00000,0.00000
