image_name,Class,Glaucoma,Healthy
Im310_g_ACRIMA.jpg,Glaucoma,0.00083,0.99917
Im311_g_ACRIMA.jpg,Glaucoma,0.00009,0.99991
Im312_g_ACRIMA.jpg,Glaucoma,0.00000,1.00000
Im313_g_ACRIMA.jpg,Glaucoma,0.00001,0.99999
Im314_g_ACRIMA.jpg,Glaucoma,0.00782,0.99218
Im315_g_ACRIMA.jpg,Glaucoma,0.01195,0.98805
Im316_g_ACRIMA.jpg,Glaucoma,0.00000,1.00000
Im317_g_ACRIMA.jpg,Glaucoma,0.01286,0.98714
Im318_g_ACRIMA.jpg,Glaucoma,0.99857,0.00143
Im319_g_ACRIMA.jpg,Glaucoma,0.99991,0.00009
Im320_g_ACRIMA.jpg,Glaucoma,0.23185,0.76815
Im321_g_ACRIMA.jpg,Glaucoma,0.97549,0.02451
Im322_g_ACRIMA.jpg,Glaucoma,0.00014,0.99986
Im323_g_ACRIMA.jpg,Glaucoma,0.29085,0.70915
Im324_g_ACRIMA.jpg,Glaucoma,0.00016,0.99984
Im325_g_ACRIMA.jpg,Glaucoma,0.00000,1.00000
Im326_g_ACRIMA.jpg,Glaucoma,0.95556,0.04444
Im327_g_ACRIMA.jpg,Glaucoma,0.00715,0.99285
Im328_g_ACRIMA.jpg,Glaucoma,0.99715,0.00285
Im329_g_ACRIMA.jpg,Glaucoma,0.00426,0.99574
Im330_g_ACRIMA.jpg,Glaucoma,0.03196,0.96804
Im331_g_ACRIMA.jpg,Glaucoma,0.00563,0.99437
Im332_g_ACRIMA.jpg,Glaucoma,0.00000,1.00000
Im333_g_ACRIMA.jpg,Glaucoma,0.24604,0.75396
Im334_g_ACRIMA.jpg,Glaucoma,0.00002,0.99998
Im335_g_ACRIMA.jpg,Glaucoma,0.31200,0.68800
Im336_g_ACRIMA.jpg,Glaucoma,0.00004,0.99996
Im337_g_ACRIMA.jpg,Glaucoma,0.00000,1.00000
Im338_g_ACRIMA.jpg,Glaucoma,0.00002,0.99998
Im339_g_ACRIMA.jpg,Glaucoma,0.27860,0.72140
Im340_g_ACRIMA.jpg,Glaucoma,0.06997,0.93003
Im341_g_ACRIMA.jpg,Glaucoma,0.09550,0.90450
Im342_g_ACRIMA.jpg,Glaucoma,0.99993,0.00007
Im343_g_ACRIMA.jpg,Glaucoma,0.58755,0.41245
Im344_g_ACRIMA.jpg,Glaucoma,0.00031,0.99969
